id	name	type	team	initiationDate	finalisationDate	finalStatus
1002111	Context-1002111	racquets	Team-4	2015-10-15		
1003445	Context-1003445	triathlon	Team-65	2017-05-11		
1004776	Context-1004776	equestrian	Team-13	2012-02-09		
1002114	Context-1002114	road cycling	Team-43	2013-10-20		
1003442	Context-1003442	triathlon	Team-17	2004-11-06		
1004773	Context-1004773	archery	Team-26	2010-12-07		
1002113	Context-1002113	motor boating	Team-98	2005-05-24		
1003443	Context-1003443	basketball	Team-67	2012-10-28		
1004774	Context-1004774	tennis	Team-47	2016-05-01		
1002119	Context-1002119	water polo	Team-63	2003-01-12		
1003440	Context-1003440	track and field	Team-56	2015-06-09		
1004771	Context-1004771	wushu	Team-27	2015-06-06		
1003441	Context-1003441	croquet	Team-10	2008-08-03		
1004772	Context-1004772	soccer	Team-46	2005-07-15		
1002110	Context-1002110	handball	Team-89	2013-01-14		
1004770	Context-1004770	badminton	Team-9	2004-01-03		
1002149	Context-1002149	wrestling	Team-71	2009-03-05		
1002148	Context-1002148	fencing	Team-45	2002-03-10		
1003479	Context-1003479	table tennis	Team-90	2007-05-23		
1002145	Context-1002145	surfing	Team-64	2011-04-23		
1003477	Context-1003477	synchronized swimming	Team-79	1998-07-23		
1002144	Context-1002144	water polo	Team-95	2015-07-26		
1003478	Context-1003478	motor boating	Team-9	2003-10-14		
1002147	Context-1002147	table tennis	Team-26	2000-08-09		
1003475	Context-1003475	diving	Team-96	2012-01-08		
1002146	Context-1002146	road cycling	Team-19	1998-09-02		
1003476	Context-1003476	soccer	Team-2	2005-12-20		
1002141	Context-1002141	sailing	Team-89	1999-07-11		
1003473	Context-1003473	diving	Team-39	2000-07-28		
1002140	Context-1002140	underwater swimming	Team-53	2014-01-05		
1003474	Context-1003474	weightlifting	Team-57	2005-02-08		
1002143	Context-1002143	fencing	Team-51	2005-05-14		
1003471	Context-1003471	squash	Team-4	2002-07-15		
1002142	Context-1002142	wushu	Team-18	2000-10-13		
1003472	Context-1003472	rugby union	Team-2	2003-08-22		
1003470	Context-1003470	golf	Team-30	2003-09-13		
1002138	Context-1002138	squash	Team-46	2011-10-17		
1002137	Context-1002137	jeu de paume	Team-7	2015-10-09		
1003468	Context-1003468	kayak	Team-1	2006-02-26		
1004799	Context-1004799	beach volleyball	Team-47	2011-03-28		
1002139	Context-1002139	rugby 7s	Team-32	2002-03-02		
1003469	Context-1003469	golf	Team-5	2012-08-02		
1002134	Context-1002134	shooting	Team-97	2001-05-08		
1003466	Context-1003466	handball	Team-40	2003-02-17		
1004797	Context-1004797	netball	Team-58	2003-06-05		
1002133	Context-1002133	gymnastics	Team-34	2016-08-27		
1003467	Context-1003467	polo	Team-34	2012-08-21		
1004798	Context-1004798	karate	Team-38	2015-02-09		
1002136	Context-1002136	dancing	Team-70	2012-09-05		
1003464	Context-1003464	obstacle race for swimming	Team-73	2001-11-26		
1004795	Context-1004795	table tennis	Team-46	2006-06-08		
1002135	Context-1002135	netball	Team-73	1999-08-23		
1003465	Context-1003465	gymnastics	Team-72	1999-02-17		
1004796	Context-1004796	golf	Team-24	2016-02-04		
1002130	Context-1002130	basketball	Team-43	2005-01-15		
1003462	Context-1003462	gymnastics	Team-82	2013-03-21		
1004793	Context-1004793	pentathlon	Team-45	2012-01-17		
1003463	Context-1003463	tug-of-war	Team-13	2010-12-03		
1004794	Context-1004794	track cycling	Team-60	2016-02-17		
1002132	Context-1002132	karate	Team-32	2010-03-15		
1003460	Context-1003460	chariot racing	Team-89	2005-04-10		
1004791	Context-1004791	climbing	Team-49	1998-09-01		
1002131	Context-1002131	archery	Team-10	2013-12-15		
1003461	Context-1003461	motor boating	Team-31	2003-08-12		
1004792	Context-1004792	weightlifting	Team-87	1998-09-23		
1004790	Context-1004790	wushu	Team-66	2012-12-22		
1008304	Context-1008304	pentathlon	Team-89	2003-01-20		
1009636	Context-1009636	roller sport	Team-5	2003-11-06		
1008305	Context-1008305	golf	Team-28	2004-12-25		
1009635	Context-1009635	wrestling	Team-45	2003-02-02		
1008306	Context-1008306	boxing	Team-83	2007-12-13		
1009638	Context-1009638	bowling	Team-40	2008-07-22		
1008307	Context-1008307	netball	Team-22	1998-10-06		
1009637	Context-1009637	equestrian	Team-40	2007-05-24		
1008308	Context-1008308	beach volleyball	Team-47	2000-02-16		
1008309	Context-1008309	chariot racing	Team-36	2012-06-16		
1009639	Context-1009639	racquets	Team-53	2016-01-06		
1009630	Context-1009630	motor boating	Team-25	1999-02-12		
1008300	Context-1008300	water polo	Team-85	2010-12-17		
1009632	Context-1009632	chariot racing	Team-61	2001-10-26		
1008301	Context-1008301	chariot racing	Team-40	2009-12-15		
1009631	Context-1009631	swimming	Team-2	2016-08-18		
1008302	Context-1008302	field hockey	Team-57	2015-04-10		
1009634	Context-1009634	dancing	Team-93	2003-08-18		
1008303	Context-1008303	kayak	Team-21	2005-10-18		
1009633	Context-1009633	beach volleyball	Team-71	2017-12-25		
1009625	Context-1009625	equestrian	Team-39	2004-04-09		
1009624	Context-1009624	diving	Team-37	2012-12-18		
1009627	Context-1009627	triathlon	Team-17	2014-10-18		
1009626	Context-1009626	water polo	Team-96	2017-01-11		
1009629	Context-1009629	softball	Team-63	2012-11-09		
1009628	Context-1009628	table tennis	Team-9	2006-06-10		
1009621	Context-1009621	climbing	Team-65	2003-06-05		
1009620	Context-1009620	climbing	Team-73	2003-09-16		
1009623	Context-1009623	water polo	Team-43	2017-02-23		
1009622	Context-1009622	sailing	Team-84	2001-04-06		
1008326	Context-1008326	equestrian	Team-20	2002-11-02		
1009658	Context-1009658	polo	Team-39	2010-03-22		
1008327	Context-1008327	diving	Team-78	2005-06-10		
1009657	Context-1009657	obstacle race for swimming	Team-97	2009-03-21		
1008328	Context-1008328	weightlifting	Team-13	1998-04-10		
1008329	Context-1008329	netball	Team-48	2005-11-11		
1009659	Context-1009659	underwater swimming	Team-8	2008-01-17		
1009650	Context-1009650	fencing	Team-39	2015-01-04		
1008320	Context-1008320	jeu de paume	Team-27	2008-11-24		
1009652	Context-1009652	sailing	Team-70	2015-04-27		
1008321	Context-1008321	field hockey	Team-11	1999-01-08		
1009651	Context-1009651	dancing	Team-29	2007-11-04		
1008322	Context-1008322	track cycling	Team-49	2006-07-19		
1009654	Context-1009654	boxing	Team-26	2004-01-13		
1008323	Context-1008323	softball	Team-47	2014-05-08		
1009653	Context-1009653	squash	Team-65	2002-09-21		
1008324	Context-1008324	bowling	Team-43	2007-07-20		
1009656	Context-1009656	chariot racing	Team-24	2001-04-03		
1008325	Context-1008325	softball	Team-36	2008-03-26		
1009655	Context-1009655	squash	Team-79	2010-03-12		
1008315	Context-1008315	badminton	Team-46	2011-06-06		
1009647	Context-1009647	gymnastics	Team-27	2012-01-16		
1008316	Context-1008316	mountain cycling	Team-12	2007-10-26		
1009646	Context-1009646	handball	Team-58	2013-05-22		
1008317	Context-1008317	judo	Team-32	2017-10-02		
1009649	Context-1009649	rowing	Team-22	1998-07-26		
1008318	Context-1008318	croquet	Team-16	1999-03-04		
1009648	Context-1009648	karate	Team-60	2002-07-11		
1008319	Context-1008319	taekwondo	Team-12	2014-11-15		
1009641	Context-1009641	volleyball (indoor)	Team-18	2012-07-19		
1008310	Context-1008310	track and field	Team-38	1999-03-12		
1009640	Context-1009640	rugby union	Team-62	2009-08-02		
1008311	Context-1008311	judo	Team-80	2013-02-18		
1009643	Context-1009643	weightlifting	Team-27	2006-09-03		
1008312	Context-1008312	handball	Team-96	2000-10-16		
1009642	Context-1009642	rugby 7s	Team-88	2001-01-25		
1008313	Context-1008313	road cycling	Team-33	2014-05-25		
1009645	Context-1009645	weightlifting	Team-20	2010-07-03		
1008314	Context-1008314	roller sport	Team-63	2002-06-16		
1009644	Context-1009644	road cycling	Team-44	2010-11-04		
1002199	Context-1002199	pentathlon	Team-4	2011-11-13		
1002190	Context-1002190	dancing	Team-55	2012-04-02		
1002196	Context-1002196	pankration	Team-72	1999-05-17		
1002195	Context-1002195	synchronized swimming	Team-27	2012-07-28		
1002198	Context-1002198	beach volleyball	Team-30	1999-02-27		
1002197	Context-1002197	polo	Team-7	2009-09-18		
1002192	Context-1002192	rugby union	Team-92	2011-06-15		
1002191	Context-1002191	bowling	Team-44	2006-07-02		
1002194	Context-1002194	pentathlon	Team-17	2008-11-12		
1002193	Context-1002193	sailing	Team-2	2016-01-23		
1009614	Context-1009614	underwater swimming	Team-19	2017-10-13		
1009613	Context-1009613	shooting	Team-62	2010-08-07		
1009616	Context-1009616	surfing	Team-56	2013-09-08		
1009615	Context-1009615	karate	Team-35	2002-04-02		
1009618	Context-1009618	cricket	Team-69	2009-05-12		
1009617	Context-1009617	kayak	Team-35	2006-08-24		
1009619	Context-1009619	handball	Team-70	2013-06-27		
1009610	Context-1009610	handball	Team-61	2006-12-17		
1009612	Context-1009612	karate	Team-28	2008-09-15		
1009611	Context-1009611	tug-of-war	Team-63	2003-05-07		
1009603	Context-1009603	table tennis	Team-25	2003-11-05		
1009602	Context-1009602	judo	Team-67	2016-10-21		
1009605	Context-1009605	plunge for distance	Team-32	2011-08-12		
1009604	Context-1009604	weightlifting	Team-73	2003-02-27		
1009607	Context-1009607	rugby 7s	Team-55	1999-10-05		
1009606	Context-1009606	softball	Team-46	2006-06-05		
1009609	Context-1009609	wushu	Team-19	2014-04-15		
1009608	Context-1009608	swimming	Team-78	2003-10-21		
1009601	Context-1009601	table tennis	Team-52	2011-08-05		
1009600	Context-1009600	triathlon	Team-59	1999-04-14		
1008142	Context-1008142	field hockey	Team-93	1999-07-23		
1009474	Context-1009474	shooting	Team-7	2002-11-20		
1008143	Context-1008143	polo	Team-33	2007-08-26		
1009473	Context-1009473	field hockey	Team-95	2010-03-02		
1008144	Context-1008144	surfing	Team-33	2007-01-22		
1009476	Context-1009476	track cycling	Team-13	2000-07-24		
1008145	Context-1008145	tug-of-war	Team-50	2009-10-24		
1009475	Context-1009475	swimming	Team-25	2008-02-19		
1008146	Context-1008146	polo	Team-56	2012-09-14		
1009478	Context-1009478	racquets	Team-75	2007-10-14		
1008147	Context-1008147	badminton	Team-15	2004-03-27		
1009477	Context-1009477	track cycling	Team-80	2010-11-26		
1008148	Context-1008148	motor boating	Team-31	2000-03-08		
1008149	Context-1008149	synchronized swimming	Team-86	2004-09-28		
1009479	Context-1009479	karate	Team-97	2015-01-01		
1009470	Context-1009470	bowling	Team-32	2003-01-05		
1008140	Context-1008140	motor boating	Team-7	2009-07-21		
1009472	Context-1009472	wakeboard	Team-36	2010-09-24		
1008141	Context-1008141	wushu	Team-52	2004-10-27		
1009471	Context-1009471	pentathlon	Team-57	1998-01-23		
1008139	Context-1008139	squash	Team-57	2014-07-14		
1008131	Context-1008131	handball	Team-75	2016-11-22		
1009463	Context-1009463	equestrian	Team-23	2002-09-26		
1008132	Context-1008132	swimming	Team-20	2002-01-24		
1009462	Context-1009462	synchronized swimming	Team-43	1999-12-17		
1008133	Context-1008133	lacrosse	Team-4	2016-01-06		
1009465	Context-1009465	motor boating	Team-92	2004-06-04		
1008134	Context-1008134	racquets	Team-67	2012-04-12		
1009464	Context-1009464	judo	Team-49	2005-09-14		
1008135	Context-1008135	water polo	Team-31	2006-01-22		
1009467	Context-1009467	fencing	Team-86	2012-02-20		
1008136	Context-1008136	triathlon	Team-78	1998-06-21		
1009466	Context-1009466	gymnastics	Team-13	2005-11-19		
1008137	Context-1008137	pentathlon	Team-98	1998-01-11		
1009469	Context-1009469	synchronized swimming	Team-72	2017-04-06		
1008138	Context-1008138	croquet	Team-59	2006-01-06		
1009468	Context-1009468	kayak	Team-56	2014-04-20		
1009461	Context-1009461	jeu de paume	Team-36	2005-12-27		
1008130	Context-1008130	synchronized swimming	Team-97	2016-04-16		
1009460	Context-1009460	tug-of-war	Team-62	2013-08-04		
1008164	Context-1008164	lacrosse	Team-2	1999-08-08		
1009496	Context-1009496	polo	Team-80	2001-05-19		
1008165	Context-1008165	boxing	Team-58	2008-08-04		
1009495	Context-1009495	karate	Team-87	2008-11-10		
1008166	Context-1008166	baseball	Team-32	2003-12-04		
1009498	Context-1009498	kayak	Team-80	2007-02-28		
1008167	Context-1008167	rugby 7s	Team-97	1999-01-13		
1009497	Context-1009497	jeu de paume	Team-39	2004-06-28		
1008168	Context-1008168	cricket	Team-46	1999-11-12		
1008169	Context-1008169	obstacle race for swimming	Team-30	2004-03-25		
1009499	Context-1009499	swimming	Team-95	2011-12-06		
1009490	Context-1009490	track cycling	Team-9	1998-05-03		
1008160	Context-1008160	swimming	Team-85	1998-02-09		
1009492	Context-1009492	soccer	Team-52	2010-12-11		
1008161	Context-1008161	pankration	Team-50	2009-09-24		
1009491	Context-1009491	taekwondo	Team-69	2008-04-01		
1008162	Context-1008162	pentathlon	Team-95	2001-07-28		
1009494	Context-1009494	sailing	Team-42	2003-07-01		
1008163	Context-1008163	rowing	Team-52	1998-09-28		
1009493	Context-1009493	motor boating	Team-94	2017-06-07		
1008153	Context-1008153	golf	Team-25	2013-03-03		
1009485	Context-1009485	pankration	Team-47	2002-10-24		
1008154	Context-1008154	squash	Team-48	2003-09-22		
1009484	Context-1009484	rugby 7s	Team-51	2010-10-21		
1008155	Context-1008155	underwater swimming	Team-78	2014-02-18		
1009487	Context-1009487	rowing	Team-45	2008-05-08		
1008156	Context-1008156	weightlifting	Team-2	1998-04-01		
1009486	Context-1009486	roller sport	Team-9	2001-04-21		
1008157	Context-1008157	surfing	Team-98	2000-04-06		
1009489	Context-1009489	roller sport	Team-18	2010-01-25		
1008158	Context-1008158	beach volleyball	Team-89	2012-12-02		
1009488	Context-1009488	netball	Team-64	2009-10-17		
1008159	Context-1008159	obstacle race for swimming	Team-18	2000-02-26		
1009481	Context-1009481	pankration	Team-55	2011-03-21		
1008150	Context-1008150	volleyball (indoor)	Team-61	2011-11-16		
1009480	Context-1009480	fencing	Team-23	2013-02-09		
1008151	Context-1008151	diving	Team-48	1999-06-06		
1009483	Context-1009483	judo	Team-51	2004-06-01		
1008152	Context-1008152	underwater swimming	Team-30	2003-03-22		
1009482	Context-1009482	synchronized swimming	Team-76	2007-09-17		
1008106	Context-1008106	handball	Team-50	1999-07-18		
1009438	Context-1009438	equestrian	Team-57	2013-10-15		
1008107	Context-1008107	judo	Team-63	2004-08-05		
1009437	Context-1009437	badminton	Team-59	2013-12-03		
1008108	Context-1008108	pankration	Team-17	2009-04-20		
1008109	Context-1008109	boxing	Team-23	2010-12-07		
1009439	Context-1009439	croquet	Team-80	2000-11-19		
1009430	Context-1009430	wakeboard	Team-53	2013-12-02		
1008100	Context-1008100	baseball	Team-37	2001-03-23		
1009432	Context-1009432	gymnastics	Team-58	2002-11-05		
1008101	Context-1008101	boxing	Team-95	2005-11-08		
1009431	Context-1009431	karate	Team-59	1998-03-09		
1008102	Context-1008102	pankration	Team-34	2002-05-08		
1009434	Context-1009434	jeu de paume	Team-38	2010-12-23		
1008103	Context-1008103	cricket	Team-71	2012-08-06		
1009433	Context-1009433	climbing	Team-25	2002-10-28		
1008104	Context-1008104	fencing	Team-65	2016-10-24		
1009436	Context-1009436	boxing	Team-94	2005-02-20		
1008105	Context-1008105	canoe	Team-24	2000-04-07		
1009435	Context-1009435	squash	Team-30	2012-01-07		
1009427	Context-1009427	motor boating	Team-15	1999-07-11		
1009426	Context-1009426	table tennis	Team-64	1999-04-24		
1009429	Context-1009429	plunge for distance	Team-28	2016-02-09		
1009428	Context-1009428	basketball	Team-6	2014-07-09		
1009421	Context-1009421	triathlon	Team-75	1999-04-01		
1009420	Context-1009420	handball	Team-30	1998-05-25		
1009423	Context-1009423	pankration	Team-12	2011-06-12		
1009422	Context-1009422	squash	Team-96	2007-05-24		
1009425	Context-1009425	equestrian	Team-64	2001-06-17		
1009424	Context-1009424	taekwondo	Team-98	2016-12-16		
1008128	Context-1008128	water polo	Team-68	2007-10-21		
1008129	Context-1008129	shooting	Team-40	2013-01-23		
1009459	Context-1009459	tug-of-war	Team-36	2010-12-04		
1008120	Context-1008120	weightlifting	Team-38	2010-07-01		
1009452	Context-1009452	dancing	Team-55	2004-06-04		
1008121	Context-1008121	diving	Team-42	2000-04-12		
1009451	Context-1009451	tennis	Team-52	2002-09-05		
1008122	Context-1008122	motor boating	Team-80	2008-04-09		
1009454	Context-1009454	wakeboard	Team-6	2004-06-18		
1008123	Context-1008123	jeu de paume	Team-21	1999-09-20		
1009453	Context-1009453	volleyball (indoor)	Team-79	2002-02-02		
1008124	Context-1008124	pankration	Team-43	2006-10-09		
1009456	Context-1009456	synchronized swimming	Team-94	2013-06-13		
1008125	Context-1008125	field hockey	Team-92	2007-10-27		
1009455	Context-1009455	swimming	Team-92	2002-10-02		
1008126	Context-1008126	croquet	Team-94	2002-05-15		
1009458	Context-1009458	boxing	Team-34	2017-10-03		
1008127	Context-1008127	field hockey	Team-75	2002-04-08		
1009457	Context-1009457	rugby union	Team-55	2012-05-02		
1009450	Context-1009450	rowing	Team-41	1998-12-01		
1008117	Context-1008117	handball	Team-63	2012-03-13		
1009449	Context-1009449	badminton	Team-32	2013-01-07		
1008118	Context-1008118	table tennis	Team-2	1998-10-18		
1009448	Context-1009448	table tennis	Team-25	2009-09-09		
1008119	Context-1008119	chariot racing	Team-62	1999-09-21		
1009441	Context-1009441	water polo	Team-28	2017-09-14		
1008110	Context-1008110	water polo	Team-90	2015-08-21		
1009440	Context-1009440	beach volleyball	Team-44	1999-10-23		
1008111	Context-1008111	triathlon	Team-81	2001-11-09		
1009443	Context-1009443	track cycling	Team-51	2017-10-17		
1008112	Context-1008112	jeu de paume	Team-53	2004-11-23		
1009442	Context-1009442	golf	Team-35	2014-05-09		
1008113	Context-1008113	judo	Team-53	2013-12-16		
1009445	Context-1009445	sailing	Team-23	2003-09-04		
1008114	Context-1008114	track and field	Team-89	2015-03-20		
1009444	Context-1009444	boxing	Team-94	1999-03-28		
1008115	Context-1008115	weightlifting	Team-34	2000-06-21		
1009447	Context-1009447	climbing	Team-55	2015-11-11		
1008116	Context-1008116	gymnastics	Team-5	2006-02-08		
1009446	Context-1009446	track and field	Team-6	1998-05-26		
1004625	Context-1004625	volleyball (indoor)	Team-12	2003-03-11		
1005957	Context-1005957	pentathlon	Team-72	1998-02-23		
1004626	Context-1004626	gymnastics	Team-23	1998-01-28		
1005956	Context-1005956	rugby union	Team-35	2001-10-02		
1004623	Context-1004623	table tennis	Team-89	2008-01-19		
1005955	Context-1005955	swimming	Team-63	2003-05-07		
1004624	Context-1004624	netball	Team-93	2017-08-15		
1005954	Context-1005954	lacrosse	Team-82	2014-04-06		
1004621	Context-1004621	badminton	Team-86	1998-07-18		
1005953	Context-1005953	tennis	Team-55	2002-05-20		
1004622	Context-1004622	netball	Team-88	2010-09-05		
1005952	Context-1005952	sailing	Team-40	2003-12-18		
1005951	Context-1005951	basketball	Team-87	2007-04-22		
1004620	Context-1004620	boxing	Team-27	2002-09-03		
1005950	Context-1005950	diving	Team-24	2002-12-14		
1004629	Context-1004629	polo	Team-59	2004-06-14		
1004627	Context-1004627	track cycling	Team-14	1998-10-21		
1005959	Context-1005959	surfing	Team-83	2002-05-10		
1004628	Context-1004628	racquets	Team-61	2008-03-10		
1005958	Context-1005958	fencing	Team-86	2009-09-02		
1004614	Context-1004614	synchronized swimming	Team-44	2000-08-18		
1005946	Context-1005946	wrestling	Team-9	2010-03-27		
1004615	Context-1004615	archery	Team-69	2003-01-23		
1005945	Context-1005945	bowling	Team-31	1999-07-28		
1004612	Context-1004612	karate	Team-20	2009-01-04		
1005944	Context-1005944	bowling	Team-13	2003-06-14		
1004613	Context-1004613	obstacle race for swimming	Team-50	2012-05-14		
1005943	Context-1005943	cricket	Team-68	2015-11-24		
1004610	Context-1004610	plunge for distance	Team-91	2012-07-10		
1005942	Context-1005942	racquets	Team-11	1998-10-14		
1004611	Context-1004611	synchronized swimming	Team-95	2015-07-05		
1005941	Context-1005941	tug-of-war	Team-91	2010-05-07		
1005940	Context-1005940	obstacle race for swimming	Team-70	2003-10-25		
1004618	Context-1004618	badminton	Team-88	2013-08-09		
1004619	Context-1004619	karate	Team-97	2008-11-04		
1005949	Context-1005949	track cycling	Team-32	2001-02-01		
1004616	Context-1004616	triathlon	Team-58	2007-10-26		
1005948	Context-1005948	baseball	Team-44	2012-03-19		
1004617	Context-1004617	water polo	Team-90	2012-03-07		
1005947	Context-1005947	track cycling	Team-68	2011-06-05		
1003316	Context-1003316	badminton	Team-25	2001-04-10		
1004647	Context-1004647	table tennis	Team-59	1998-02-27		
1005979	Context-1005979	volleyball (indoor)	Team-30	2007-11-19		
1003317	Context-1003317	croquet	Team-28	2014-11-23		
1004648	Context-1004648	racquets	Team-91	2009-04-25		
1005978	Context-1005978	wrestling	Team-49	2002-04-07		
1003314	Context-1003314	swimming	Team-64	2007-09-01		
1004645	Context-1004645	jeu de paume	Team-88	2016-11-27		
1005977	Context-1005977	polo	Team-85	2017-03-09		
1003315	Context-1003315	jeu de paume	Team-16	1999-05-23		
1004646	Context-1004646	synchronized swimming	Team-88	2014-08-15		
1005976	Context-1005976	underwater swimming	Team-72	2017-11-07		
1003312	Context-1003312	plunge for distance	Team-36	2017-07-12		
1004643	Context-1004643	equestrian	Team-49	2017-02-14		
1005975	Context-1005975	fencing	Team-10	2003-12-12		
1003313	Context-1003313	karate	Team-80	2005-02-08		
1004644	Context-1004644	pentathlon	Team-68	2007-12-22		
1005974	Context-1005974	lacrosse	Team-64	2002-01-07		
1003310	Context-1003310	croquet	Team-38	2001-11-20		
1004641	Context-1004641	squash	Team-20	2008-12-14		
1005973	Context-1005973	bowling	Team-36	2001-02-07		
1003311	Context-1003311	triathlon	Team-43	2001-11-05		
1004642	Context-1004642	equestrian	Team-28	2017-02-10		
1005972	Context-1005972	judo	Team-64	2002-10-27		
1003318	Context-1003318	equestrian	Team-58	2002-04-23		
1004649	Context-1004649	croquet	Team-28	2000-02-18		
1003319	Context-1003319	jeu de paume	Team-25	2002-03-08		
1005971	Context-1005971	climbing	Team-30	2014-10-15		
1004640	Context-1004640	cricket	Team-19	2012-08-01		
1005970	Context-1005970	racquets	Team-32	1999-06-14		
1003305	Context-1003305	wushu	Team-75	2012-05-19		
1004636	Context-1004636	wushu	Team-19	2013-07-03		
1005968	Context-1005968	water polo	Team-49	2012-09-02		
1003306	Context-1003306	soccer	Team-15	2009-08-22		
1004637	Context-1004637	boxing	Team-90	2005-12-21		
1005967	Context-1005967	rugby union	Team-74	2011-03-16		
1003303	Context-1003303	swimming	Team-81	2008-08-08		
1004634	Context-1004634	chariot racing	Team-37	2015-01-28		
1005966	Context-1005966	tennis	Team-22	2002-01-02		
1003304	Context-1003304	bowling	Team-2	2005-12-28		
1004635	Context-1004635	polo	Team-32	2014-10-15		
1005965	Context-1005965	rowing	Team-40	2008-03-25		
1003301	Context-1003301	volleyball (indoor)	Team-86	2005-11-10		
1004632	Context-1004632	beach volleyball	Team-68	2002-08-22		
1005964	Context-1005964	table tennis	Team-52	2007-03-13		
1003302	Context-1003302	chariot racing	Team-88	1998-04-08		
1004633	Context-1004633	jeu de paume	Team-36	2008-03-04		
1005963	Context-1005963	climbing	Team-19	2014-04-23		
1004630	Context-1004630	track cycling	Team-21	2012-02-10		
1005962	Context-1005962	triathlon	Team-50	2014-12-26		
1003300	Context-1003300	wakeboard	Team-74	2008-03-25		
1004631	Context-1004631	water polo	Team-76	2016-06-17		
1005961	Context-1005961	water polo	Team-35	2006-03-08		
1003309	Context-1003309	boxing	Team-93	1998-01-03		
1003307	Context-1003307	canoe	Team-95	2014-10-25		
1004638	Context-1004638	taekwondo	Team-44	2011-02-27		
1003308	Context-1003308	obstacle race for swimming	Team-49	2016-09-21		
1004639	Context-1004639	track cycling	Team-41	2003-12-17		
1005969	Context-1005969	road cycling	Team-39	2013-08-16		
1005960	Context-1005960	climbing	Team-11	1999-02-06		
1005913	Context-1005913	archery	Team-34	2011-02-07		
1005912	Context-1005912	pankration	Team-87	2016-07-18		
1005911	Context-1005911	equestrian	Team-13	2008-03-14		
1005910	Context-1005910	table tennis	Team-37	2017-01-09		
1005919	Context-1005919	gymnastics	Team-52	2001-05-05		
1005918	Context-1005918	lacrosse	Team-23	1999-11-24		
1005917	Context-1005917	boxing	Team-89	2003-04-17		
1005916	Context-1005916	motor boating	Team-96	2003-11-06		
1005915	Context-1005915	rugby 7s	Team-58	2005-06-03		
1005914	Context-1005914	table tennis	Team-26	2001-11-13		
1008186	Context-1008186	taekwondo	Team-76	2005-07-10		
1008187	Context-1008187	diving	Team-52	2007-03-08		
1008188	Context-1008188	rugby union	Team-17	2003-07-10		
1008189	Context-1008189	kayak	Team-5	2011-02-23		
1008180	Context-1008180	roller sport	Team-38	2011-09-25		
1008181	Context-1008181	judo	Team-48	2003-02-13		
1008182	Context-1008182	underwater swimming	Team-66	1999-10-27		
1008183	Context-1008183	jeu de paume	Team-98	2012-08-25		
1008184	Context-1008184	tennis	Team-74	2015-09-20		
1008185	Context-1008185	shooting	Team-4	2010-05-18		
1005902	Context-1005902	judo	Team-87	2017-09-14		
1005901	Context-1005901	rugby union	Team-48	2006-03-19		
1005900	Context-1005900	synchronized swimming	Team-14	1999-10-16		
1005909	Context-1005909	canoe	Team-72	2003-06-10		
1005908	Context-1005908	bowling	Team-76	2014-09-23		
1005907	Context-1005907	gymnastics	Team-24	1999-07-28		
1005906	Context-1005906	shooting	Team-98	2012-06-11		
1005905	Context-1005905	golf	Team-88	2017-07-15		
1005904	Context-1005904	equestrian	Team-36	2014-01-04		
1005903	Context-1005903	judo	Team-51	2004-12-03		
1008175	Context-1008175	triathlon	Team-79	2012-07-01		
1008176	Context-1008176	croquet	Team-64	2016-04-13		
1008177	Context-1008177	racquets	Team-11	2008-02-19		
1008178	Context-1008178	badminton	Team-45	2001-06-13		
1008179	Context-1008179	polo	Team-17	2004-11-25		
1008170	Context-1008170	sailing	Team-58	2013-06-26		
1008171	Context-1008171	equestrian	Team-39	2008-05-13		
1008172	Context-1008172	synchronized swimming	Team-67	2008-01-09		
1008173	Context-1008173	cricket	Team-52	2015-09-14		
1008174	Context-1008174	wakeboard	Team-80	2014-11-05		
1004603	Context-1004603	croquet	Team-93	2014-02-28		
1005935	Context-1005935	kayak	Team-1	2000-12-23		
1004604	Context-1004604	equestrian	Team-88	2017-07-02		
1005934	Context-1005934	karate	Team-71	2008-12-28		
1004601	Context-1004601	rowing	Team-42	2014-11-21		
1005933	Context-1005933	rugby 7s	Team-97	2002-10-18		
1004602	Context-1004602	polo	Team-91	2013-11-20		
1005932	Context-1005932	plunge for distance	Team-80	2005-09-07		
1005931	Context-1005931	mountain cycling	Team-7	1999-08-26		
1004600	Context-1004600	golf	Team-83	2016-03-09		
1005930	Context-1005930	climbing	Team-92	2007-10-23		
1004609	Context-1004609	diving	Team-19	2004-01-06		
1004607	Context-1004607	tennis	Team-17	2017-10-05		
1005939	Context-1005939	synchronized swimming	Team-12	2017-09-12		
1004608	Context-1004608	obstacle race for swimming	Team-14	2003-05-19		
1005938	Context-1005938	wrestling	Team-49	2006-04-22		
1004605	Context-1004605	gymnastics	Team-85	2011-08-16		
1005937	Context-1005937	basketball	Team-63	2016-12-26		
1004606	Context-1004606	golf	Team-8	1999-01-04		
1005936	Context-1005936	cricket	Team-76	2005-11-19		
1005924	Context-1005924	diving	Team-34	2011-10-03		
1005923	Context-1005923	field hockey	Team-90	2005-03-18		
1005922	Context-1005922	croquet	Team-66	2002-10-19		
1005921	Context-1005921	polo	Team-58	2017-08-26		
1005920	Context-1005920	boxing	Team-1	2017-07-16		
1005929	Context-1005929	tennis	Team-10	1999-04-18		
1005928	Context-1005928	judo	Team-92	2010-08-14		
1005927	Context-1005927	synchronized swimming	Team-51	2004-10-27		
1005926	Context-1005926	rugby union	Team-22	2017-12-01		
