id	name	type	location	team	initiationDate	finalisationDate	finalStatus
6153	Dancing-6153	Dancing	Macquarie Park	Team-9	2013-03-22	2015-02-17	
6154	Kayak-6154	Kayak	Willetton	Team-13	2016-08-18	2018-04-29	
6155	Croquet-6155	Croquet	Seven Hills (NSW)	Team-59	2006-08-16	2008-03-06	
6156	Cycling-6156	Cycling	Pottsville	Team-69	2015-12-04	2017-02-22	
6157	Lacrosse-6157	Lacrosse	Thornleigh	Team-69	2004-09-03	2006-03-14	
6158	Squash-6158	Squash	South Coogee	Team-37	2013-11-17	2015-03-17	
6159	Surfing-6159	Surfing	Solomon Islands	Team-20	2017-12-12	2019-09-27	
6160	Basketball-6160	Basketball	Mount Warrigal	Team-11	2007-02-16	2008-11-25	
6161	Canoe-6161	Canoe	Northern Heights	Team-10	2013-03-24	2015-02-03	
6162	Bowling-6162	Bowling	Biggera Waters	Team-7	2010-10-08	2012-03-06	
6163	Weightlifting-6163	Weightlifting	Blackstone	Team-19	2012-11-15	2014-10-14	
6164	Croquet-6164	Croquet	Gordon (NSW)	Team-77	2003-11-23	2005-04-27	
6165	Cycling-6165	Cycling	East Cannington	Team-34	2003-07-25	2005-05-20	
6166	Bowling-6166	Bowling	Keysborough	Team-74	2003-12-06	2005-01-04	
6167	Racquets-6167	Racquets	Callignee	Team-62	1998-09-12	1998-12-15	
6168	Badminton-6168	Badminton	Guyana	Team-15	2000-10-24	2002-06-28	
6169	Kayak-6169	Kayak	Burundi	Team-76	2003-02-28	2004-10-19	
6170	Handball-6170	Handball	Cabramatta	Team-71	2012-03-16	2013-09-18	
6171	Handball-6171	Handball	Toowoomba City	Team-43	2004-02-13	2005-09-28	
6172	Soccer-6172	Soccer	Elizabeth Hills	Team-31	1999-10-17	2001-08-23	
6173	Rugby 7s-6173	Rugby 7s	Woodbridge (WA)	Team-73	2001-06-05	2003-05-06	
6174	Volleyball-6174	Volleyball	Avondale Heights	Team-50	2003-12-19	2005-07-11	
6175	Water polo-6175	Water polo	Doncaster East	Team-93	2013-06-26	2014-12-03	
6176	Netball-6176	Netball	Merricks North	Team-73	2010-05-02	2011-12-21	
6177	Pentathlon-6177	Pentathlon	Clarence Park	Team-24	2005-11-13	2007-10-31	
6178	Rowing-6178	Rowing	Mornington (Vic.)	Team-23	2006-08-07	2008-01-02	
6179	Lacrosse-6179	Lacrosse	Woodvale (WA)	Team-94	2013-01-25	2013-02-03	
6180	Surfing-6180	Surfing	Richlands (Qld)	Team-38	2012-11-09	2014-09-14	
6181	Racquets-6181	Racquets	Harkaway	Team-59	2016-09-21	2018-06-17	
6182	Shooting-6182	Shooting	Tara (Qld)	Team-77	2000-05-25	2002-05-23	
6183	Polo-6183	Polo	Keysborough	Team-10	2016-01-24	2017-11-12	
6184	Handball-6184	Handball	Oakleigh	Team-52	2017-12-13	2019-07-26	
6185	Taekwondo-6185	Taekwondo	Glen Iris (Vic.)	Team-61	2004-12-17	2006-07-23	
6186	Equestrian-6186	Equestrian	Mount Cotton	Team-55	2000-05-18	2002-02-14	
6187	Polo-6187	Polo	Curlewis (Vic.)	Team-91	1999-12-17	2001-11-09	
6188	Volleyball-6188	Volleyball	Fairfield (NSW)	Team-73	2005-03-15	2006-09-26	
6189	Sailing-6189	Sailing	Warburto	Team-74	2017-06-06	2018-10-31	
6190	Badminton-6190	Badminton	Sunshine West	Team-4	2012-09-07	2014-09-04	
6191	Dancing-6191	Dancing	Chad	Team-57	1999-05-13	2001-02-25	
6192	Sailing-6192	Sailing	Yagoona	Team-56	2002-11-13	2004-11-17	
6193	Racquets-6193	Racquets	Baldivis	Team-86	2012-05-25	2014-01-31	
6194	Shooting-6194	Shooting	Burundi	Team-27	2012-10-05	2014-05-04	
6195	Bowling-6195	Bowling	Guatemala	Team-42	2003-02-22	2005-02-16	
6196	Rugby union-6196	Rugby union	East Bowral	Team-56	1999-02-23	2000-12-31	
6197	Lacrosse-6197	Lacrosse	Ryde	Team-22	2012-02-23	2013-05-08	
6198	Hockey-6198	Hockey	Beacon Hill	Team-7	2017-08-25	2019-06-27	
6199	Triathlon-6199	Triathlon	Chile	Team-78	2017-07-02	2017-10-20	
6200	Lacrosse-6200	Lacrosse	Bucasia	Team-98	2009-12-02	2010-02-01	
6201	Climbing-6201	Climbing	Roleystone	Team-4	2000-06-19	2001-07-24	
6202	Sailing-6202	Sailing	Glenwood (NSW)	Team-14	2003-12-21	2005-10-19	
6203	Badminton-6203	Badminton	No usual address (Tas.)	Team-84	2003-12-02	2005-08-27	
6204	Fencing-6204	Fencing	Martin	Team-9	2015-05-23	2016-06-02	
6205	Cricket-6205	Cricket	Sunshine North	Team-22	2012-11-25	2014-11-19	
6206	Canoe-6206	Canoe	Lesotho	Team-11	2008-05-13	2009-04-23	
6207	Rugby union-6207	Rugby union	Lucknow (Vic.)	Team-26	2006-12-24	2008-12-07	
6208	Track and field-6208	Track and field	New Zealand	Team-56	2013-04-19	2015-02-24	
6209	Sailing-6209	Sailing	Haiti	Team-67	1999-07-17	2000-11-24	
6210	Soccer-6210	Soccer	Wynnum	Team-32	2012-07-22	2014-07-08	
6211	Volleyball-6211	Volleyball	Borenore	Team-9	2010-11-03	2012-05-01	
6212	Baseball-6212	Baseball	Sunset Beach	Team-43	2006-03-11	2007-12-28	
6213	Basketball-6213	Basketball	Dundas (NSW)	Team-5	2013-03-07	2015-02-20	
6214	Softball-6214	Softball	Northcote	Team-20	1999-12-25	2001-05-06	
6215	Badminton-6215	Badminton	Spence (ACT)	Team-76	2014-02-23	2015-12-16	
6216	Polo-6216	Polo	Gabon	Team-63	2002-12-06	2004-09-29	
6217	Karate-6217	Karate	Wungong	Team-67	2005-10-27	2007-10-03	
6218	Hockey-6218	Hockey	Dampier	Team-56	2004-06-14	2006-02-12	
6219	Gymnastics-6219	Gymnastics	Hampton Park	Team-15	2017-02-01	2018-11-26	
6220	Polo-6220	Polo	Emerald (Qld)	Team-96	2001-04-23	2003-02-03	
6221	Sailing-6221	Sailing	Athelstone	Team-16	2017-05-03	2019-03-15	
6222	Baseball-6222	Baseball	Wynnum	Team-65	2013-12-28	2015-10-04	
6223	Golf-6223	Golf	Keilor East	Team-74	1999-03-04	2000-07-27	
6224	Fencing-6224	Fencing	Seaholme	Team-85	2014-01-17	2015-11-27	
6225	Gymnastics-6225	Gymnastics	Bellambi	Team-69	2010-12-27	2011-09-29	
6226	Bowling-6226	Bowling	Poland	Team-10	2012-07-08	2014-07-13	
6227	Basketball-6227	Basketball	Tara (Qld)	Team-66	2007-06-27	2007-12-09	
6228	Lacrosse-6228	Lacrosse	Beaumont Hills	Team-8	2007-05-28	2008-10-26	
6229	Croquet-6229	Croquet	Cheltenham (Vic.)	Team-36	1998-07-07	2000-05-02	
6230	Squash-6230	Squash	Balaclava (Vic.)	Team-46	2006-08-05	2008-06-10	
6231	Racquets-6231	Racquets	Clayton South	Team-85	2005-09-09	2007-04-18	
6232	Baseball-6232	Baseball	Gowanbrae	Team-56	2013-11-05	2015-10-03	
6233	Lacrosse-6233	Lacrosse	Forresters Beach	Team-13	2010-07-27	2010-09-24	
6234	Baseball-6234	Baseball	Rockville	Team-51	2010-03-17	2012-01-10	
6235	Rugby union-6235	Rugby union	Willow Vale (Qld)	Team-93	2001-04-14	2003-03-17	
6236	Equestrian-6236	Equestrian	Murray Downs	Team-45	2014-06-21	2016-04-24	
6237	Rowing-6237	Rowing	Honduras	Team-57	2010-07-17	2012-01-13	
6238	Volleyball-6238	Volleyball	Blairgowrie	Team-65	2001-05-12	2002-07-28	
6239	Boxing-6239	Boxing	Durack (Qld)	Team-74	2009-11-03	2011-04-29	
6240	Bowling-6240	Bowling	Thornlands	Team-79	2013-06-06	2015-02-06	
6241	Swimming-6241	Swimming	Cameroon	Team-33	2005-03-19	2006-10-25	
6242	Sailing-6242	Sailing	North Rothbury	Team-98	2013-06-16	2015-04-19	
6243	Basketball-6243	Basketball	Pullenvale	Team-17	2007-10-13	2009-09-19	
6244	Track and field-6244	Track and field	Katherine	Team-95	2000-07-28	2002-05-29	
6245	Hockey-6245	Hockey	Katherine South	Team-46	2005-08-25	2007-06-14	
6246	Boxing-6246	Boxing	Equatorial Guinea	Team-81	2006-11-25	2008-11-03	
6247	Racquets-6247	Racquets	Bonnyrigg	Team-84	2001-06-09	2003-04-01	
6248	Cricket-6248	Cricket	Schofields	Team-20	2013-05-07	2014-06-08	
6249	Triathlon-6249	Triathlon	Bunya	Team-90	2002-05-23	2004-02-12	
6250	Badminton-6250	Badminton	Risdon Park	Team-35	2005-05-24	2007-03-08	
6251	Boxing-6251	Boxing	Page	Team-43	2016-12-14	2017-05-02	
6252	Badminton-6252	Badminton	Dianella	Team-36	2016-03-05	2017-03-17	
6253	Rugby 7s-6253	Rugby 7s	Buderim	Team-42	2010-04-25	2011-07-05	
6254	Cycling-6254	Cycling	Nelson Bay (NSW)	Team-57	2009-11-08	2011-11-13	
6255	Rugby 7s-6255	Rugby 7s	Jamaica	Team-50	2013-01-15	2014-09-09	
6256	Baseball-6256	Baseball	Moresby (WA)	Team-33	2010-11-28	2012-10-09	
6257	Racquets-6257	Racquets	Acland	Team-79	2013-01-21	2014-01-12	
6258	Rugby union-6258	Rugby union	Condell Park	Team-51	2006-11-14	2008-02-12	
6259	Rugby 7s-6259	Rugby 7s	Tarpeena	Team-56	2003-12-02	2005-10-02	
6260	Tennis-6260	Tennis	Canada	Team-29	2017-08-08	2019-08-08	
6261	Climbing-6261	Climbing	Newport (NSW)	Team-8	2003-01-15	2004-10-21	
6262	Volleyball-6262	Volleyball	Newmarket	Team-70	2003-02-17	2005-02-22	
6263	Polo-6263	Polo	Coogee (NSW)	Team-8	2002-11-28	2004-10-14	
6264	Cycling-6264	Cycling	Charnwood	Team-19	2015-04-11	2017-02-02	
6265	Shooting-6265	Shooting	Condell Park	Team-89	2014-01-05	2015-04-27	
6266	Diving-6266	Diving	Paxton	Team-86	2000-05-26	2001-09-21	
6267	Bowling-6267	Bowling	Sale	Team-33	2003-07-02	2005-02-14	
6268	Cricket-6268	Cricket	Mulgrave (Vic.)	Team-67	2007-09-16	2008-05-11	
6269	Rugby union-6269	Rugby union	Noble Park North	Team-40	2004-01-27	2005-10-24	
6270	Rugby union-6270	Rugby union	Windsor Gardens	Team-70	2014-04-26	2015-09-27	
6271	Sailing-6271	Sailing	Glen Waverley	Team-21	2010-02-13	2010-09-29	
6272	Cycling-6272	Cycling	Holland Park West	Team-55	2017-11-27	2019-06-22	
6273	Taekwondo-6273	Taekwondo	Kurnell	Team-23	1998-09-08	2000-02-23	
6274	Sailing-6274	Sailing	Caulfield North	Team-1	2004-01-16	2005-07-03	
6275	Track and field-6275	Track and field	Moonee Ponds	Team-16	2000-10-24	2002-07-26	
6276	Judo-6276	Judo	Helensvale	Team-2	1998-03-20	1999-12-29	
6277	Cycling-6277	Cycling	Cannington	Team-6	2013-08-05	2015-05-13	
6278	Badminton-6278	Badminton	Bundall	Team-70	2017-09-15	2018-11-09	
6279	Softball-6279	Softball	Springfield (Ipswich - Qld)	Team-50	2008-04-07	2010-01-23	
6280	Taekwondo-6280	Taekwondo	Hillside (Melton - Vic.)	Team-94	2001-08-24	2003-03-21	
6281	Wrestling-6281	Wrestling	Linden Park	Team-77	2003-01-25	2004-07-05	
6282	Fencing-6282	Fencing	Heckenberg	Team-22	2003-01-13	2004-09-15	
6283	Handball-6283	Handball	Kings Meadows	Team-26	2010-06-21	2012-04-06	
6284	Gymnastics-6284	Gymnastics	Toolondo	Team-49	2011-05-14	2013-03-30	
6285	Badminton-6285	Badminton	Yellow Rock (Shellharbour - NSW)	Team-71	2003-02-19	2004-12-18	
6286	Baseball-6286	Baseball	Campbellfield	Team-22	2004-06-28	2005-11-20	
6287	Netball-6287	Netball	Arundel	Team-70	2012-08-05	2012-12-25	
6288	Badminton-6288	Badminton	Granville (NSW)	Team-63	2006-10-16	2006-10-25	
6289	Boxing-6289	Boxing	Malawi	Team-37	2011-04-14	2011-08-16	
6290	Judo-6290	Judo	Nerang	Team-90	1999-11-21	2000-07-23	
6291	Archery-6291	Archery	Silver Sands	Team-39	2014-09-24	2016-06-28	
6292	Rowing-6292	Rowing	Rocksberg	Team-27	2002-10-19	2003-01-21	
6293	Golf-6293	Golf	Coongulla	Team-87	2007-09-11	2009-08-03	
6294	Volleyball-6294	Volleyball	Mount Waverley	Team-76	2001-06-20	2002-11-23	
6295	Weightlifting-6295	Weightlifting	Tolmans Hill	Team-88	2009-04-14	2011-03-13	
6296	Pentathlon-6296	Pentathlon	Colombia	Team-21	2016-11-22	2018-11-04	
6297	Polo-6297	Polo	McCrae	Team-13	2012-04-01	2013-12-28	
6298	Dancing-6298	Dancing	St Lucia	Team-23	2010-10-14	2012-03-07	
6299	Cycling-6299	Cycling	Stanwell Tops	Team-36	1999-04-07	2000-12-23	
6300	Equestrian-6300	Equestrian	Callignee	Team-77	2004-01-22	2005-07-12	
6301	Archery-6301	Archery	Menzies Creek	Team-19	2009-01-04	2010-12-18	
6302	Handball-6302	Handball	Hampstead Gardens	Team-26	2003-06-21	2005-03-28	
6303	Baseball-6303	Baseball	Forest Hill (Vic.)	Team-71	2007-09-05	2009-07-10	
6304	Fencing-6304	Fencing	Geebung	Team-17	2007-11-08	2009-07-15	
6305	Rugby 7s-6305	Rugby 7s	West Lamington	Team-26	2009-06-21	2011-03-02	
6306	Netball-6306	Netball	Burkina Faso	Team-97	2007-03-21	2009-02-20	
6307	Shooting-6307	Shooting	Delacombe	Team-16	1998-05-27	2000-03-29	
6308	Basketball-6308	Basketball	Migratory - Offshore - Shipping (OT)	Team-31	2008-04-15	2010-01-12	
6309	Cycling-6309	Cycling	Mount Waverley	Team-8	2004-07-28	2005-11-27	
6310	Netball-6310	Netball	Carlton (Vic.)	Team-22	2005-05-04	2007-03-01	
6311	Weightlifting-6311	Weightlifting	Paraparap	Team-18	2000-12-20	2002-11-14	
6312	Croquet-6312	Croquet	Springfield Lakes	Team-17	2006-10-05	2008-03-28	
6313	Volleyball-6313	Volleyball	Ringwood East	Team-73	2014-10-24	2016-07-08	
6314	Sailing-6314	Sailing	Calderwood	Team-91	2000-02-12	2001-03-04	
6315	Cricket-6315	Cricket	Geographe	Team-41	2000-04-14	2001-10-15	
6316	Karate-6316	Karate	Cranbourne	Team-30	1999-05-14	2000-11-13	
6317	Gymnastics-6317	Gymnastics	Ethiopia	Team-42	2015-09-12	2017-03-24	
6318	Polo-6318	Polo	Mernda	Team-7	2017-10-08	2019-01-11	
6319	Baseball-6319	Baseball	Chelmer	Team-12	1998-08-10	2000-03-21	
6320	Lacrosse-6320	Lacrosse	Madagascar	Team-48	2008-11-23	2010-11-23	
6321	Golf-6321	Golf	Alexandra Hills	Team-51	2001-04-10	2003-02-22	
6322	Shooting-6322	Shooting	Carina (Qld)	Team-79	2012-01-10	2012-11-19	
6323	Cycling-6323	Cycling	Fingal (Vic.)	Team-82	2005-06-28	2006-03-22	
6324	Rugby union-6324	Rugby union	Bellbrae	Team-73	2016-01-17	2017-12-26	
6325	Climbing-6325	Climbing	Northcote	Team-13	2002-11-24	2003-02-16	
6326	Tennis-6326	Tennis	Brunswick (Vic.)	Team-26	2013-08-25	2015-08-18	
6327	Rugby 7s-6327	Rugby 7s	Elizabeth Bay	Team-80	2009-12-19	2011-11-17	
6328	Track and field-6328	Track and field	Ravenhall	Team-80	2017-04-26	2019-04-04	
6329	Squash-6329	Squash	Alexandra (Qld)	Team-79	2014-09-03	2016-06-28	
6330	Bowling-6330	Bowling	Maida Vale	Team-76	2001-09-14	2003-03-03	
6331	Soccer-6331	Soccer	Ridgewood (WA)	Team-27	2001-03-01	2002-07-30	
6332	Triathlon-6332	Triathlon	Kew (Vic.)	Team-64	1998-08-12	2000-01-30	
6333	Equestrian-6333	Equestrian	Fairlight	Team-90	2012-07-28	2014-05-02	
6334	Shooting-6334	Shooting	Daisy Hill (Qld)	Team-80	2005-07-14	2006-08-23	
6335	Gymnastics-6335	Gymnastics	Fitzroy North	Team-55	2011-07-12	2013-04-29	
6336	Cricket-6336	Cricket	Alexandra Hills	Team-46	2000-02-28	2001-01-25	
6337	Track and field-6337	Track and field	Patterson Lakes	Team-21	2017-02-23	2018-10-05	
6338	Soccer-6338	Soccer	Mount Helen	Team-97	2017-05-07	2018-06-06	
6339	Surfing-6339	Surfing	Margate (Qld)	Team-5	2001-12-15	2003-12-01	
6340	Lacrosse-6340	Lacrosse	Illawong	Team-76	2006-05-20	2008-04-02	
6341	Weightlifting-6341	Weightlifting	Singapore	Team-59	2000-06-07	2002-04-18	
6342	Water polo-6342	Water polo	Lathlain	Team-86	2017-02-04	2018-11-05	
6343	Polo-6343	Polo	Merewether Heights	Team-11	2004-01-01	2005-06-23	
6344	Pentathlon-6344	Pentathlon	Croydon North	Team-92	2004-06-13	2005-01-02	
6345	Boxing-6345	Boxing	Research	Team-33	2003-08-06	2004-10-20	
6346	Handball-6346	Handball	Caulfield North	Team-25	2015-01-20	2017-01-21	
6347	Netball-6347	Netball	Woy Woy	Team-58	2006-12-22	2008-04-29	
6348	Cricket-6348	Cricket	Baldivis	Team-49	2009-02-06	2010-06-17	
6349	Kayak-6349	Kayak	Numinbah Valley	Team-11	2003-07-16	2005-05-20	
6350	Basketball-6350	Basketball	Kenmore Hills	Team-9	2016-10-04	2017-11-23	
6351	Hockey-6351	Hockey	Mount Keira	Team-86	2004-08-19	2006-06-22	
6352	Sailing-6352	Sailing	Deception Bay	Team-64	1999-02-04	2000-12-09	
6353	Archery-6353	Archery	Barden Ridge	Team-56	2009-04-19	2011-04-20	
6354	Canoe-6354	Canoe	Redbank Plains	Team-63	2011-10-06	2013-09-24	
6355	Rowing-6355	Rowing	Narre Warren South	Team-36	2001-08-12	2003-06-03	
6356	Sailing-6356	Sailing	Wistow	Team-24	2004-03-18	2005-02-25	
6357	Gymnastics-6357	Gymnastics	Cherrybrook	Team-29	2013-01-16	2015-01-20	
6358	Rowing-6358	Rowing	Lance Creek	Team-63	1998-02-06	1999-05-31	
6359	Rowing-6359	Rowing	Riddells Creek	Team-34	1998-03-03	1999-05-04	
6360	Handball-6360	Handball	Champion Lakes	Team-26	2006-07-08	2008-07-07	
6361	Boxing-6361	Boxing	Winthrop	Team-66	2007-03-12	2009-01-29	
6362	Netball-6362	Netball	Sackville	Team-9	2005-06-21	2006-06-13	
6363	Hockey-6363	Hockey	Sandy Bay	Team-93	2005-11-04	2007-03-19	
6364	Squash-6364	Squash	Brazil	Team-16	2013-04-17	2015-04-20	
6365	Bowling-6365	Bowling	Beulah Park	Team-37	1998-09-13	2000-06-06	
6366	Track and field-6366	Track and field	Marcoola	Team-62	1998-01-08	2000-01-07	
6367	Racquets-6367	Racquets	Avalon (NSW)	Team-32	2001-01-06	2002-12-14	
6368	Equestrian-6368	Equestrian	Elwood	Team-55	2008-08-19	2010-07-05	
6369	Canoe-6369	Canoe	Rural View	Team-61	2014-02-20	2015-11-06	
6370	Canoe-6370	Canoe	Norlane	Team-41	2005-01-06	2006-12-09	
6371	Weightlifting-6371	Weightlifting	Burpengary	Team-75	2006-12-20	2008-08-03	
6372	Shooting-6372	Shooting	Dianella	Team-79	2009-11-15	2011-08-12	
6373	Cricket-6373	Cricket	Greenfield Park	Team-95	1998-06-03	2000-03-10	
6374	Judo-6374	Judo	Cabramatta West	Team-68	2013-06-17	2015-06-20	
6375	Cycling-6375	Cycling	Uleybury	Team-24	1998-02-16	1999-09-30	
6376	Basketball-6376	Basketball	Priestdale	Team-87	2012-08-04	2013-11-01	
6377	Rugby 7s-6377	Rugby 7s	Ipswich	Team-72	2016-04-10	2017-07-04	
6378	Karate-6378	Karate	Barooga	Team-33	2005-09-18	2007-01-06	
6379	Baseball-6379	Baseball	Worrigee	Team-96	2016-06-08	2018-03-25	
6380	Rugby union-6380	Rugby union	Joyner	Team-22	2000-09-06	2002-02-24	
6381	Archery-6381	Archery	Grahamvale	Team-26	2008-10-13	2010-01-30	
6382	Squash-6382	Squash	Greece	Team-61	2015-11-09	2017-10-30	
6383	Equestrian-6383	Equestrian	Clyde (NSW)	Team-86	2006-05-24	2008-04-16	
6384	Rowing-6384	Rowing	Cabarita (NSW)	Team-32	2006-01-19	2007-07-15	
6385	Boxing-6385	Boxing	Bankstown	Team-30	2008-01-08	2009-09-02	
6386	Karate-6386	Karate	Warana	Team-94	2007-11-26	2009-10-06	
6387	Water polo-6387	Water polo	Haberfield	Team-27	2007-10-08	2007-11-28	
6388	Softball-6388	Softball	Chandlers Hill	Team-9	2000-08-26	2002-08-24	
6389	Judo-6389	Judo	Newport (Qld)	Team-27	2003-02-18	2003-12-09	
6390	Taekwondo-6390	Taekwondo	Richmond (Tas.)	Team-30	2004-02-18	2005-10-23	
6391	Fencing-6391	Fencing	Cardup	Team-17	2001-08-06	2003-06-26	
6392	Surfing-6392	Surfing	Hoppers Crossing	Team-34	2016-06-08	2018-04-22	
6393	Fencing-6393	Fencing	Vincent	Team-63	2001-04-10	2002-04-24	
6394	Netball-6394	Netball	South Korea	Team-29	2014-08-02	2015-08-18	
6395	Gymnastics-6395	Gymnastics	Sefton	Team-80	2013-06-27	2015-06-21	
6396	Pentathlon-6396	Pentathlon	Jordan	Team-5	2004-02-19	2005-05-20	
6397	Equestrian-6397	Equestrian	Strathfield (NSW)	Team-83	2011-07-04	2011-11-22	
6398	Track and field-6398	Track and field	Clovelly	Team-78	2004-08-10	2006-04-22	
6399	Basketball-6399	Basketball	Annandale (NSW)	Team-44	2016-02-24	2017-12-20	
6400	Tennis-6400	Tennis	Caulfield North	Team-90	2008-07-11	2009-08-04	
6401	Diving-6401	Diving	Bellara	Team-76	2000-05-14	2001-12-09	
6402	Equestrian-6402	Equestrian	Paddington (NSW)	Team-81	2000-11-12	2002-08-09	
6403	Archery-6403	Archery	Deagon	Team-4	2016-07-18	2017-12-28	
6404	Rugby union-6404	Rugby union	Riverview (Qld)	Team-35	2014-01-22	2014-03-13	
6405	Rugby 7s-6405	Rugby 7s	Red Hill (Brisbane - Qld)	Team-53	2000-10-26	2002-10-22	
6406	Swimming-6406	Swimming	Gambia	Team-50	2015-04-20	2016-09-26	
6407	Hockey-6407	Hockey	Yarraville	Team-51	2006-11-05	2007-11-05	
6408	Karate-6408	Karate	Redwood Park	Team-74	2000-01-25	2001-10-15	
6409	Golf-6409	Golf	Wollongong	Team-19	2007-10-23	2009-09-01	
6410	Bowling-6410	Bowling	Bexley	Team-30	1999-03-08	2001-02-19	
6411	Rowing-6411	Rowing	Preston (Vic.)	Team-27	2005-07-03	2007-06-11	
6412	Pentathlon-6412	Pentathlon	Wallabi Point	Team-67	2011-04-02	2012-03-03	
6413	Netball-6413	Netball	Amiens	Team-7	2000-12-03	2002-10-02	
6414	Golf-6414	Golf	Cleveland (Qld)	Team-3	2001-02-26	2002-10-22	
6415	Bowling-6415	Bowling	Lysterfield	Team-22	2015-10-11	2016-01-21	
6416	Volleyball-6416	Volleyball	Oxley Park	Team-87	2017-04-14	2019-03-04	
6417	Fencing-6417	Fencing	Dean Park	Team-70	2007-11-25	2009-11-28	
6418	Pentathlon-6418	Pentathlon	Mardie	Team-44	1999-03-23	2000-09-21	
6419	Cycling-6419	Cycling	Mutawintji	Team-3	2014-11-20	2015-08-03	
6420	Shooting-6420	Shooting	Park Avenue	Team-54	1999-08-03	2001-06-05	
6421	Netball-6421	Netball	Peregian Springs	Team-82	1998-10-23	1999-11-02	
6422	Sailing-6422	Sailing	Ethiopia	Team-31	2009-02-13	2010-11-27	
6423	Cricket-6423	Cricket	Burwood East	Team-64	2002-12-10	2004-12-13	
6424	Squash-6424	Squash	Colombia	Team-96	2009-10-22	2011-06-15	
6425	Netball-6425	Netball	North Perth	Team-39	2006-07-11	2008-02-29	
6426	Weightlifting-6426	Weightlifting	Woronora	Team-56	2009-07-23	2010-08-04	
6427	Baseball-6427	Baseball	Estonia	Team-66	1999-11-18	2000-06-27	
6428	Karate-6428	Karate	Werrington	Team-25	2006-10-06	2008-05-18	
6429	Handball-6429	Handball	Guatemala	Team-41	2017-09-04	2019-07-03	
6430	Fencing-6430	Fencing	North Epping	Team-80	2007-05-19	2008-12-24	
6431	Golf-6431	Golf	Dennington	Team-5	2011-03-13	2012-03-15	
6432	Sailing-6432	Sailing	Castle Doyle	Team-36	2009-01-21	2010-11-27	
6433	Climbing-6433	Climbing	Port Macquarie	Team-29	2009-02-04	2010-12-14	
6434	Hockey-6434	Hockey	Kings Park (NSW)	Team-61	2010-10-22	2012-04-06	
6435	Soccer-6435	Soccer	Lota	Team-25	2007-04-04	2009-02-21	
6436	Basketball-6436	Basketball	Burleigh Heads	Team-61	2014-12-25	2016-09-28	
6437	Shooting-6437	Shooting	Lilydale (Vic.)	Team-49	2002-03-10	2004-02-28	
6438	Badminton-6438	Badminton	Mona Vale	Team-79	1998-02-25	1999-03-17	
6439	Triathlon-6439	Triathlon	Clayton South	Team-42	2000-07-11	2002-06-04	
6440	Fencing-6440	Fencing	Marayong	Team-8	2007-12-06	2009-09-02	
6441	Water polo-6441	Water polo	North Parramatta	Team-71	2011-11-28	2013-10-21	
6442	Basketball-6442	Basketball	Forest Hill (Vic.)	Team-73	2002-06-13	2004-01-18	
6443	Polo-6443	Polo	San Remo (WA)	Team-74	2002-06-17	2004-05-24	
6444	Rugby 7s-6444	Rugby 7s	Warrandyte South	Team-52	2015-12-23	2017-04-08	
6445	Volleyball-6445	Volleyball	Ormeau Hills	Team-37	2004-10-17	2005-11-11	
6446	Bowling-6446	Bowling	Wakerley	Team-60	2013-08-06	2015-06-03	
6447	Shooting-6447	Shooting	Glen Iris (Vic.)	Team-26	2007-07-28	2009-06-28	
6448	Equestrian-6448	Equestrian	Burundi	Team-65	2007-09-20	2008-10-22	
6449	Volleyball-6449	Volleyball	Bankstown	Team-51	1999-02-26	2000-11-16	
6450	Softball-6450	Softball	Erskine Park	Team-26	2014-11-02	2016-09-25	
6451	Track and field-6451	Track and field	Ridgehaven	Team-90	2009-07-06	2011-04-11	
6452	Rowing-6452	Rowing	Southern River	Team-90	2015-01-16	2016-10-25	
6453	Triathlon-6453	Triathlon	North Epping	Team-2	2001-02-14	2001-11-10	
6454	Baseball-6454	Baseball	Stanhope Gardens	Team-70	2007-12-08	2009-04-23	
6455	Cricket-6455	Cricket	East Geelong	Team-38	2001-03-04	2002-12-23	
6456	Boxing-6456	Boxing	Hazelbrook	Team-71	1999-09-21	2001-04-07	
6457	Pentathlon-6457	Pentathlon	Canada	Team-60	2007-08-28	2009-08-13	
6458	Golf-6458	Golf	Meadow Heights	Team-77	2011-01-25	2012-03-24	
6459	Racquets-6459	Racquets	Westlake	Team-58	2005-06-05	2006-12-02	
6460	Taekwondo-6460	Taekwondo	Ferndale (WA)	Team-78	2014-09-10	2016-02-17	
6461	Diving-6461	Diving	Camp Hill	Team-13	2000-05-10	2001-12-27	
6462	Racquets-6462	Racquets	Crestmead	Team-12	2012-04-25	2012-05-08	
6463	Triathlon-6463	Triathlon	Diamond Beach	Team-62	2012-05-23	2014-05-18	
6464	Volleyball-6464	Volleyball	Coomera	Team-56	2016-06-12	2017-05-08	
6465	Baseball-6465	Baseball	Nericon	Team-2	2009-07-05	2011-05-06	
6466	Soccer-6466	Soccer	North Shore (NSW)	Team-94	1998-02-16	1999-12-23	
6467	Fencing-6467	Fencing	Yahl	Team-26	2016-07-08	2018-07-02	
6468	Swimming-6468	Swimming	Dandenong North	Team-83	2013-08-15	2014-05-17	
6469	Racquets-6469	Racquets	Kewarra Beach	Team-33	2014-08-28	2016-01-20	
6470	Softball-6470	Softball	Mickleham	Team-59	2007-07-14	2009-07-10	
6471	Hockey-6471	Hockey	Libya	Team-1	2005-07-17	2007-04-26	
